username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
End_of_Europe;2016-05-10 12:33;50;24;"'Truly appalling': Turkish border guards continue to shoot Syrian refugees , HRW says https://www. rt.com/news/342514-tu rkey-border-guards-refugees/#.VzINTjcBwYY.twitter ";;;#;"730073252073226240";https://twitter.com/End_of_Europe/status/730073252073226240
